Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Lee, Jeyseon",LTKO 1A ,SP10,20,6,1.0,1.0,3.17,3.83,3.72
"Lee, Jeyseon",LTKO 1A ,SP10,21,7,1.0,1.0,5.64,3.86,3.72
"Lee, Jeyseon",LTKO 1A ,SP10,20,8,0.875,1.0,9.0,3.4,3.72
"Lee, Jeyseon",LTKO 2A ,SP10,21,6,0.8,0.75,4.5,3.75,3.47
"Wirshbo, Eliot",LTLA 3,SP10,21,15,1.0,1.0,8.23,3.62,2.98
"Wirshbo, Eliot",LTLA 3,SP10,21,11,0.909,0.909,9.23,2.73,2.98
"Concha, Jaime",LTSP 130B ,SP10,21,12,0.917,1.0,3.5,3.58,3.52
"Blanco, Alberto",LTSP 133,SP10,35,16,1.0,1.0,5.7,3.56,3.73
"Johnson, Sara E.",LTSP 137,SP10,29,21,1.0,1.0,5.1,3.45,3.72
"Kokotovic, Milos",LTSP 138,SP10,40,22,0.955,1.0,5.93,3.59,3.21
"Kokotovic, Milos",LTSP 171,SP10,30,15,0.9329999999999999,1.0,6.37,3.47,3.24
"Martin-Cabrera, Luis",LTSP 174,SP10,39,22,1.0,1.0,5.41,3.59,3.8
"Potts, Stephen",LTWL 116,SP10,233,114,0.982,0.9740000000000001,4.63,3.5,3.3
"Kontje, Todd Curtis",LTWL 181,SP10,26,14,1.0,1.0,5.5,3.77,3.63
"Cohen, Alain J. J.",LTWL 184,SP10,40,17,0.882,0.941,5.32,3.47,3.38
"Chamberlain, Charles Thoms",LTWL 19C ,SP10,36,21,0.9520000000000001,1.0,4.69,3.15,2.48
"Verdicchio, Pasquale",LTWL 4D ,SP10,39,17,0.882,0.813,4.26,3.47,3.19
"Freilicher, Melvyn Stanley",LTWR 100,SP10,23,13,1.0,1.0,4.96,3.54,3.37
"Cain, Amina",LTWR 100,SP10,22,10,1.0,0.9,5.7,3.8,3.44
"Darini, Bruna Maria",LTWR 102,SP10,20,10,0.9,1.0,4.3,3.8,3.51
"Jackson, Leigh Dana",LTWR 110B ,SP10,20,13,1.0,1.0,7.27,3.85,3.56
"Yip, Wai-Lim",LTWR 113,SP10,25,10,0.6,0.8,1.9,3.7,3.47
"Granger, John F",LTWR 122,SP10,26,18,0.9440000000000001,1.0,5.06,3.41,3.46
"Granger, John F",LTWR 143,SP10,28,17,0.882,1.0,5.32,3.35,3.53
"Armantrout, Rae",LTWR 8B ,SP10,74,33,0.909,0.97,3.29,3.67,3.18
"Forbes, Camille",LTWR 8C ,SP10,83,45,0.867,0.889,4.28,3.74,3.37
"Liao, Ping H",LTCH 101,WI10,28,11,0.909,0.909,7.59,3.67,3.02
"Reid, Roddey",LTCS 132,WI10,38,23,0.8640000000000001,0.8640000000000001,4.33,3.6,3.66
"Heinrich, Larissa",LTCS 170,WI10,28,10,0.9,1.0,4.1,3.7,3.73
"Streeby, Shelley",LTCS 50,WI10,21,12,1.0,1.0,4.17,3.64,3.38
"Yip, Wai-Lim",LTEA 100A ,WI10,21,9,0.778,0.889,3.83,3.56,3.26
"Liao, Ping H",LTEA 120B ,WI10,97,34,0.735,0.688,5.29,3.52,2.95
"Lee, Jin-Kyung",LTEA 140,WI10,39,8,0.875,0.875,3.5,3.5,3.39
"Bialo, Caralyn Alyssa",LTEN 112,WI10,41,20,0.95,0.95,5.0,3.45,3.27
"Kulkarni, Kedar A",LTEN 148,WI10,26,16,0.688,0.75,4.88,3.44,3.13
"Lewis, Adam Charles",LTEN 153,WI10,32,22,0.955,1.0,4.41,3.52,3.38
"Cancel, Robert",LTEN 159,WI10,41,21,0.9,0.9,4.5,3.33,3.23
"O'Brien, William Arctander",LTEN 176,WI10,54,30,0.9670000000000001,0.9,4.97,3.31,2.96
"Mariscal, George",LTEN 178,WI10,36,20,0.9,0.95,4.5,3.3,3.05
"Blanco, John D",LTEN 181,WI10,28,13,0.9229999999999999,0.9229999999999999,5.12,3.67,3.88
"Childs, Dennis R.",LTEN 183,WI10,42,25,0.96,0.958,6.74,3.57,3.43
"Childs, Dennis R.",LTEN 185,WI10,36,20,1.0,0.95,6.1,3.6,3.5
"Shevelow, Kathryn Ann",LTEN 22,WI10,88,46,0.8909999999999999,0.978,4.93,3.5,3.0
"Tonkovich, Nicole",LTEN 25,WI10,45,21,0.762,0.7140000000000001,5.26,3.29,3.04
"Sanchez, Rosaura",LTEN 29,WI10,69,30,0.833,0.8,6.02,3.37,3.36
"Glaser, Amelia",LTEU 158,WI10,31,10,1.0,0.9,7.9,3.7,3.62
"Ploye, Catherine",LTFR 116,WI10,25,16,1.0,1.0,5.75,3.5,3.31
"Lee, Jin-Kyung",LTKO 100,WI10,33,8,0.875,0.75,2.75,3.5,3.18
"Wirshbo, Eliot",LTLA 2,WI10,24,11,1.0,1.0,9.41,3.73,3.33
"Chamberlain, Charles Thoms",LTLA 2,WI10,22,13,0.9229999999999999,1.0,7.88,3.17,2.79
"Wells, Patricia Rebecca",LTRU 1B ,WI10,20,14,1.0,1.0,5.07,3.67,3.74
"Martin-Cabrera, Luis",LTSP 123,WI10,32,10,1.0,0.9,6.1,3.6,3.66
"Martin-Cabrera, Luis",LTSP 130A ,WI10,29,8,0.75,1.0,3.0,3.29,3.25
"Blanco, Alberto",LTSP 135B ,WI10,39,29,1.0,1.0,4.29,3.63,3.8
"Jed, Stephanie H",LTTH 115,WI10,39,17,0.765,0.75,4.97,3.65,3.88
"Potts, Stephen",LTWL 120,WI10,180,75,0.907,0.9470000000000001,3.75,3.57,3.15
"Cox, Stephen D.",LTWL 158A ,WI10,36,26,0.846,0.846,4.27,3.5,3.61
"Cohen, Alain J. J.",LTWL 184,WI10,40,14,1.0,1.0,4.0,3.83,3.43
"Springer, Anna Joy",LTWL 191,WI10,26,11,1.0,0.909,6.32,4.0,3.94
"Wirshbo, Eliot",LTWL 19B ,WI10,34,13,0.846,0.846,5.58,2.75,2.69
"Woodhull, Winifred Johanna",LTWL 4A ,WI10,41,12,0.667,0.5,2.17,3.27,3.19
"Fowler, Heather Marie",LTWR 100,WI10,23,9,0.889,0.667,5.83,3.75,3.54
"Armantrout, Rae",LTWR 102,WI10,22,9,1.0,0.889,3.17,3.67,3.65
"Fulton, Julia",LTWR 112,WI10,21,10,0.9,0.9,4.3,3.9,3.84
"Freilicher, Melvyn Stanley",LTWR 120,WI10,22,11,1.0,0.818,5.41,3.36,3.58
"Brodkey, Linda C.",LTWR 144,WI10,28,15,0.8,0.867,3.3,3.73,3.91
"Bynum, Sarah",LTWR 8A ,WI10,88,38,0.9209999999999999,0.946,4.92,3.74,3.67
"Davidson, R. Michael",LTWR 8B ,WI10,86,32,0.9059999999999999,0.9059999999999999,3.98,3.54,3.15
"Heinrich, Larissa",LTCH 101,FA09,22,12,0.917,1.0,7.17,3.82,3.78
"Streeby, Shelley",LTCS 110,FA09,37,33,0.9690000000000001,0.938,4.38,3.56,3.38
"Heinrich, Larissa",LTEA 110B ,FA09,37,26,1.0,1.0,6.82,3.64,3.62
"Zhang, Yingjin",LTEA 120C ,FA09,137,73,0.958,0.915,3.68,3.66,3.14
"Higgins, John C.",LTEN 110,FA09,26,24,0.826,1.0,5.92,3.35,3.17
"Bialo, Caralyn Alyssa",LTEN 115A ,FA09,28,27,0.963,0.963,5.98,3.36,3.12
"Loose, Margaret",LTEN 127,FA09,21,19,1.0,0.9470000000000001,5.17,3.35,3.1
"Loose, Margaret",LTEN 127B ,FA09,21,19,1.0,0.9470000000000001,5.17,3.35,3.1
"Davidson, R. Michael",LTEN 132,FA09,32,27,1.0,1.0,7.46,3.64,3.22
"Shevelow, Kathryn Ann",LTEN 140,FA09,68,50,0.9390000000000001,0.9390000000000001,5.34,3.44,3.33
"Lewis, Adam Charles",LTEN 154,FA09,37,24,0.958,1.0,4.58,3.61,3.3
"el Tayeb, Fatima",LTEN 155,FA09,31,26,0.9620000000000001,0.9620000000000001,4.58,3.68,3.43
"Berman, Ronald S.",LTEN 176,FA09,68,54,0.925,0.9059999999999999,4.76,3.41,3.05
"Forbes, Camille",LTEN 186,FA09,39,34,0.9690000000000001,0.938,6.5,3.16,3.15
"Grattan, Michael J.",LTEN 21,FA09,79,57,0.754,0.789,4.11,3.53,3.38
"Lowe, Lisa",LTEN 28,FA09,83,63,0.8059999999999999,0.968,4.09,3.45,3.09
"Furman, Yelena",LTEU 158,FA09,23,20,1.0,0.95,3.6,3.25,3.18
"Gentet, Annick Genevieve",LTFR 115,FA09,24,20,0.9,0.9,5.7,3.11,3.37
"Edwards, Leslie",LTGK 1,FA09,21,16,1.0,1.0,6.88,3.4,3.11
"Jed, Stephanie H",LTIT 100,FA09,22,13,0.9229999999999999,0.846,2.81,3.69,3.92
"De Marchi Gherini, Adriana",LTIT 2A ,FA09,20,16,0.867,0.867,3.63,3.71,3.7
"Lee, Jin-Kyung",LTKO 100,FA09,35,25,0.88,0.72,3.38,3.62,3.18
"Lee, Jeyseon",LTKO 1B ,FA09,22,12,1.0,1.0,3.5,3.55,3.38
"Lee, Jeyseon",LTKO 2A ,FA09,20,16,0.75,0.813,5.88,3.73,3.41
"Wirshbo, Eliot",LTLA 1,FA09,22,15,0.9329999999999999,1.0,7.36,3.36,3.09
"Wirshbo, Eliot",LTLA 1,FA09,24,17,1.0,1.0,6.97,3.53,3.09
"Chamberlain, Charles Thoms",LTLA 1,FA09,25,22,0.955,1.0,6.86,3.53,2.93
"Edwards, Anthony",LTLA 100,FA09,20,14,0.857,1.0,5.79,3.67,3.08
"Wells, Patricia Rebecca",LTRU 104A ,FA09,23,19,1.0,1.0,4.5,3.94,4.0
"Wells, Patricia Rebecca",LTRU 1A ,FA09,27,20,0.95,1.0,3.5,3.73,3.64
"Wells, Patricia Rebecca",LTRU 2A ,FA09,20,10,1.0,1.0,2.9,3.89,3.78
"Blanco, Alberto",LTSP 141,FA09,20,15,0.9329999999999999,0.9329999999999999,3.97,3.43,3.55
"Mariscal, George",LTSP 154,FA09,50,33,0.968,1.0,4.26,3.55,3.32
"Sanchez, Rosaura",LTSP 174,FA09,28,26,0.9129999999999999,0.9129999999999999,4.98,3.56,3.62
"Potts, Stephen",LTWL 114,FA09,224,88,1.0,1.0,3.83,3.6,3.41
"Potts, Stephen",LTWL 124,FA09,73,53,0.9620000000000001,0.981,4.05,3.36,3.25
"Rahimi, Babak",LTWL 157,FA09,54,20,0.9,0.95,2.1,3.8,3.91
"Jed, Stephanie H",LTWL 176,FA09,43,30,0.9,0.9,3.77,3.79,3.86
"Edwards, Leslie",LTWL 19A ,FA09,55,42,0.8809999999999999,0.927,3.6,3.44,2.86
"Reid, Roddey",LTWL 4M ,FA09,25,21,0.9,0.9520000000000001,3.45,3.58,3.44
"Bynum, Sarah",LTWR 100,FA09,20,16,1.0,1.0,5.5,3.87,3.94
"Carmody, Teresa",LTWR 100,FA09,21,18,1.0,0.9440000000000001,4.39,3.56,3.81
"Meetze, James",LTWR 102,FA09,23,19,0.9440000000000001,1.0,3.87,3.89,3.77
"Blanco, Maria Victoria Soliven",LTWR 107,FA09,20,15,0.9329999999999999,0.857,3.7,3.71,3.63
"Jackson, Leigh Dana",LTWR 110,FA09,20,20,0.9470000000000001,0.9470000000000001,6.1,3.8,3.62
"Granger, John F",LTWR 148,FA09,25,16,0.875,0.938,6.77,3.33,3.5
"Rivera-Garza, Cristina",LTWR 8A ,FA09,85,60,0.982,0.879,3.98,3.74,3.5
"Granger, John F",LTWR 8C ,FA09,87,58,0.946,0.9109999999999999,4.39,3.49,3.37
"Isfahani-Hammond, Alexandra",LTAM 110,SP09,23,15,0.929,1.0,3.97,3.62,3.11
"Heinrich, Larissa",LTCS 170,SP09,28,18,1.0,0.938,3.21,3.76,3.87
"Wicks, James A",LTEA 120B ,SP09,113,79,0.8959999999999999,0.9229999999999999,4.19,3.57,3.62
"Cho, Juliana E",LTEA 132,SP09,42,32,1.0,0.9059999999999999,4.44,3.25,3.05
"Montrose, Louis A.",LTEN 113,SP09,40,22,0.955,0.955,4.77,3.24,3.02
"Loose, Margaret",LTEN 141,SP09,29,29,0.929,0.9640000000000001,7.74,3.52,2.83
"Kugler, Emily MeriNitta",LTEN 143,SP09,30,19,0.833,0.9470000000000001,5.94,3.47,3.6
"Berman, Ronald S.",LTEN 144,SP09,27,20,1.0,1.0,7.83,3.53,3.19
"Tonkovich, Nicole",LTEN 154,SP09,41,34,0.941,0.971,7.09,3.47,3.22
"Lowe, Lisa",LTEN 181,SP09,47,29,0.929,1.0,4.71,3.5,3.58
"Childs, Dennis R.",LTEN 185,SP09,45,41,0.95,0.975,6.65,3.55,3.42
"Loose, Margaret",LTEN 23,SP09,76,72,0.972,0.986,3.5,3.5,3.2
"Forbes, Camille",LTEN 27,SP09,79,50,0.88,0.98,4.95,3.56,3.11
"Cassedy, Steven Dennis",LTEU 158,SP09,30,21,0.857,0.9520000000000001,6.02,3.56,2.82
"Ploye, Catherine",LTFR 143,SP09,20,14,0.9229999999999999,0.929,7.27,3.73,3.4
"Ploye, Catherine",LTFR 2C ,SP09,21,15,0.9329999999999999,1.0,5.3,2.85,3.24
"De Marchi Gherini, Adriana",LTIT 50,SP09,24,19,1.0,1.0,2.39,3.76,3.91
"Hwang, Junghyun",LTKO 100,SP09,42,28,0.893,0.893,4.0,3.91,3.38
"Lee, Jeyseon",LTKO 1A ,SP09,20,21,0.857,0.9520000000000001,3.74,3.25,3.7
"Lee, Jeyseon",LTKO 1C ,SP09,22,10,1.0,1.0,2.5,3.89,3.61
"Lee, Jeyseon",LTKO 1C ,SP09,21,18,1.0,1.0,5.17,3.63,3.61
"Lee, Jeyseon",LTKO 1C ,SP09,21,23,1.0,1.0,3.54,3.9,3.61
"Lee, Jeyseon",LTKO 1C ,SP09,21,17,0.882,0.941,5.91,3.75,3.61
"Lee, Jeyseon",LTKO 2A ,SP09,21,19,0.9470000000000001,0.8420000000000001,5.03,3.53,3.65
"Lee, Jeyseon",LTKO 2C ,SP09,20,16,0.875,0.938,4.88,3.67,3.74
"Lee, Jeyseon",LTKO 3,SP09,21,13,1.0,0.917,3.83,3.82,3.67
"Wells, Patricia Rebecca",LTRU 1C ,SP09,21,14,1.0,1.0,3.12,3.82,3.85
"Martin-Cabrera, Luis",LTSP 129,SP09,44,40,0.975,0.9740000000000001,4.15,3.42,3.55
"Concha, Jaime",LTSP 141,SP09,24,18,0.938,0.938,3.17,3.33,3.41
"Valenzuela Arce, Jose Manuel",LTSP 171,SP09,27,21,0.9470000000000001,1.0,4.2,3.62,3.96
"Sanchez, Rosaura",LTSP 175,SP09,46,34,0.853,0.853,5.15,3.36,3.26
"Mariscal, George",LTSP 177,SP09,40,23,1.0,0.9570000000000001,5.11,3.62,3.54
"Williams, Randall Jay",LTTH 115,SP09,23,22,0.95,1.0,3.93,3.53,3.29
"Edwards, Anthony",LTWL 106,SP09,32,24,0.917,0.9570000000000001,5.33,3.48,3.17
"Potts, Stephen",LTWL 116,SP09,197,82,0.988,1.0,3.43,3.46,3.25
"Zhiri, Oumelbanine",LTWL 160,SP09,37,25,0.826,0.826,4.34,3.61,3.57
"Cohen, Alain J. J.",LTWL 183,SP09,38,35,0.9390000000000001,0.971,3.44,3.59,3.65
"Chamberlain, Charles Thoms",LTWL 19C ,SP09,51,40,0.9470000000000001,0.9740000000000001,3.7,3.21,2.63
"Verdicchio, Pasquale",LTWL 4D ,SP09,31,28,0.75,0.857,2.79,3.15,3.09
"Freilicher, Melvyn Stanley",LTWR 100,SP09,22,17,1.0,0.941,5.79,3.46,3.44
"Armantrout, Rae",LTWR 102,SP09,21,16,1.0,0.938,3.25,3.77,3.71
"Jones, Nancy Lindsay",LTWR 106,SP09,25,17,0.941,0.941,5.79,3.8,3.8
"Freilicher, Melvyn Stanley",LTWR 121,SP09,20,19,1.0,0.8240000000000001,3.76,3.32,3.15
"Granger, John F",LTWR 126,SP09,22,18,1.0,1.0,5.83,3.56,3.67
"Granger, John F",LTWR 148,SP09,27,18,0.706,1.0,5.28,3.24,3.3
"Rivera-Garza, Cristina",LTWR 8A ,SP09,79,45,0.9329999999999999,0.795,4.77,3.62,3.42
"Meetze, James",LTWR 8B ,SP09,62,39,0.9470000000000001,0.9440000000000001,2.55,3.81,3.59
"Zhang, Yingjin",LTCH 101,WI09,25,17,1.0,1.0,4.38,3.86,3.64
"O'Brien, William Arctander",LTCS 150,WI09,45,29,0.9640000000000001,1.0,3.93,3.56,3.15
"Schuller, Kyla C.",LTCS 52,WI09,30,19,1.0,1.0,4.92,3.65,3.52
"Yip, Wai-Lim",LTEA 100C ,WI09,24,10,0.7,0.7,3.7,3.43,3.36
"Heinrich, Larissa",LTEA 110B ,WI09,32,20,1.0,0.95,4.6,3.79,3.7
"Hwang, Junghyun",LTEA 142,WI09,31,21,0.75,0.85,4.4,3.13,3.65
"Montrose, Louis A.",LTEN 112,WI09,35,21,0.905,0.9520000000000001,5.64,3.24,3.1
"Loose, Margaret",LTEN 127A ,WI09,24,22,0.9520000000000001,0.9520000000000001,5.59,3.59,3.42
"Cancel, Robert",LTEN 159,WI09,60,45,1.0,0.956,2.77,3.39,2.93
"Wesling, Megan E.",LTEN 175A ,WI09,29,24,0.875,1.0,5.58,3.5,3.47
"Tonkovich, Nicole",LTEN 176,WI09,31,29,0.9309999999999999,0.9309999999999999,5.33,3.48,3.29
"Forbes, Camille",LTEN 185,WI09,23,24,0.87,0.7829999999999999,3.8,3.09,2.92
"Forbes, Camille",LTEN 186,WI09,20,18,0.9440000000000001,0.722,4.72,3.33,3.2
"Shevelow, Kathryn Ann",LTEN 22,WI09,86,70,0.9570000000000001,0.986,4.15,3.36,3.24
"Wesling, Megan E.",LTEN 26,WI09,56,53,0.887,0.943,5.0,3.38,3.51
"Lowe, Lisa",LTEN 28,WI09,83,58,0.81,0.862,4.5,3.53,3.34
"Lee, Jeyseon",LTKO 1B ,WI09,22,19,0.895,0.895,6.71,3.5,3.61
"Lee, Jeyseon",LTKO 1C ,WI09,20,17,0.938,1.0,4.62,3.25,3.34
"Wells, Patricia Rebecca",LTRU 104B ,WI09,21,14,1.0,1.0,4.21,3.85,4.0
"Wells, Patricia Rebecca",LTRU 1B ,WI09,26,24,1.0,1.0,3.33,3.64,3.64
"Mariscal, George",LTSP 119C ,WI09,22,15,1.0,0.9329999999999999,5.03,3.47,3.43
"Concha, Jaime",LTSP 130B ,WI09,35,17,0.647,0.882,3.79,3.5,3.34
"Kokotovic, Milos",LTSP 140,WI09,39,25,1.0,1.0,4.9,3.63,3.27
"Sanchez, Rosaura",LTSP 142,WI09,26,20,0.95,0.95,5.8,3.63,3.55
"Artenstein, Isaac",LTSP 174,WI09,44,39,1.0,1.0,3.87,3.87,3.85
"duBois, Page Ann",LTWL 100,WI09,25,20,0.9,0.95,4.61,3.17,3.31
"Potts, Stephen",LTWL 120,WI09,158,78,0.987,1.0,4.23,3.47,3.33
"Rahimi, Babak",LTWL 153,WI09,27,14,1.0,1.0,2.79,3.85,3.88
"Reid, Roddey",LTWL 155,WI09,24,18,1.0,1.0,4.5,3.71,3.79
"Verdicchio, Pasquale",LTWL 165,WI09,22,17,1.0,1.0,3.09,3.88,3.59
"Cohen, Alain J. J.",LTWL 184,WI09,30,24,0.958,0.958,3.37,3.35,3.49
"Wirshbo, Eliot",LTWL 19B ,WI09,52,44,0.884,0.93,4.45,3.14,2.7
"Zhang, Yingjin",LTWL 4C ,WI09,42,32,0.871,0.8059999999999999,3.94,3.38,3.03
"Bynum, Sarah",LTWR 100,WI09,21,17,1.0,1.0,6.5,3.71,3.95
"Freilicher, Melvyn Stanley",LTWR 144,WI09,23,18,0.722,0.75,4.94,3.18,3.09
"Armantrout, Rae",LTWR 8B ,WI09,93,65,0.922,0.9059999999999999,3.39,3.76,3.5
"Shilling, Halle",LTWR 8C ,WI09,93,51,0.941,0.941,5.32,3.39,3.45
"Streeby, Shelley",LTCS 100,FA08,24,23,0.9570000000000001,0.9570000000000001,5.11,3.61,3.55
"Wesling, Megan E.",LTCS 50,FA08,33,29,0.9309999999999999,0.9309999999999999,4.22,3.7,3.83
"Yip, Wai-Lim",LTEA 100B ,FA08,27,8,0.857,1.0,3.93,3.5,3.13
"Zhang, Yingjin",LTEA 120A ,FA08,113,57,0.873,0.945,3.71,3.65,3.11
"Randel, Fred V.",LTEN 125B ,FA08,35,20,0.95,0.95,4.61,3.39,3.01
"Berman, Ronald S.",LTEN 140,FA08,51,46,0.929,0.857,5.52,3.28,3.1
"Streeby, Shelley",LTEN 156,FA08,24,22,1.0,1.0,7.59,3.6,3.34
"Berman, Ronald S.",LTEN 176,FA08,62,43,0.7909999999999999,0.7859999999999999,5.48,3.28,3.09
"Davidson, R. Michael",LTEN 177,FA08,32,27,0.889,1.0,5.61,3.58,3.42
"Yoneyama, Lisa",LTEN 181,FA08,24,17,0.882,0.882,4.26,3.47,3.51
"Childs, Dennis R.",LTEN 183,FA08,40,25,0.96,0.92,6.26,3.4,3.27
"Childs, Dennis R.",LTEN 185,FA08,20,20,0.95,0.9,6.7,3.41,3.43
"Grattan, Michael J.",LTEN 21,FA08,89,68,0.894,0.955,5.0,3.33,3.07
"Davidson, R. Michael",LTEN 25,FA08,55,26,1.0,0.9620000000000001,5.65,3.54,3.28
"Mariscal, George",LTEN 29,FA08,84,62,0.903,0.968,4.15,3.38,3.17
"Edwards, Leslie",LTGK 1,FA08,21,10,1.0,1.0,5.3,3.78,3.12
"De Marchi Gherini, Adriana",LTIT 100,FA08,20,20,0.9,0.9470000000000001,2.7,3.72,3.76
"De Marchi Gherini, Adriana",LTIT 2A ,FA08,21,20,0.9470000000000001,0.9470000000000001,3.6,3.21,3.79
"De Marchi Gherini, Adriana",LTIT 2A ,FA08,22,16,0.875,0.813,3.25,3.6,3.79
"Lee, Jeyseon",LTKO 1A ,FA08,20,15,0.9329999999999999,0.9329999999999999,4.9,3.58,3.52
"Lee, Jeyseon",LTKO 2B ,FA08,22,16,1.0,1.0,4.13,3.86,3.71
"Chamberlain, Charles Thoms",LTLA 1,FA08,27,26,0.9620000000000001,1.0,5.35,3.58,3.09
"Wirshbo, Eliot",LTLA 100,FA08,22,18,0.833,1.0,10.61,3.08,2.74
"Wells, Patricia Rebecca",LTRU 1A ,FA08,29,22,0.955,0.955,3.23,3.76,3.61
"Martin-Cabrera, Luis",LTSP 123,FA08,31,29,0.9259999999999999,1.0,6.07,3.56,3.81
"Martin-Cabrera, Luis",LTSP 130A ,FA08,35,27,0.885,0.963,4.5,3.85,3.47
"Kokotovic, Milos",LTSP 172,FA08,31,22,1.0,1.0,4.86,3.55,3.17
"Artenstein, Isaac",LTSP 174,FA08,41,28,1.0,1.0,4.43,3.67,3.64
"Jed, Stephanie H",LTTH 115,FA08,32,20,0.9470000000000001,0.8,6.0,3.74,3.72
"Potts, Stephen",LTWL 114,FA08,266,100,1.0,1.0,3.75,3.44,3.33
"Potts, Stephen",LTWL 124,FA08,67,41,0.9,0.976,4.89,3.23,3.01
"Cohen, Richard S.",LTWL 147,FA08,24,17,0.941,1.0,5.75,3.73,3.04
"Edwards, Leslie",LTWL 19A ,FA08,59,47,0.9359999999999999,0.894,3.78,3.44,3.1
"Reid, Roddey",LTWL 4M ,FA08,42,36,0.879,0.909,3.87,3.47,3.56
"Wilson, Antoine",LTWR 100,FA08,20,21,1.0,1.0,6.12,3.86,4.0
"Artenstein, Isaac",LTWR 110,FA08,20,14,1.0,1.0,3.5,3.85,3.61
"Granger, John F",LTWR 143,FA08,23,18,0.875,0.813,4.97,3.47,3.4
"Springer, Anna Joy",LTWR 8A ,FA08,88,68,0.955,0.925,4.41,3.52,3.27
"Granger, John F",LTWR 8C ,FA08,72,44,0.818,0.841,4.45,3.34,3.34
"Cancel, Robert",LTAF 120,SP08,21,20,0.95,0.9,6.0,3.37,3.04
"Mariscal, George",LTAM 108,SP08,41,28,1.0,1.0,4.86,3.74,3.38
"Martin-Cabrera, Luis",LTAM 130,SP08,30,26,1.0,1.0,4.18,3.65,3.63
"Liu, Jin",LTCH 101,SP08,26,21,1.0,1.0,4.69,3.89,3.57
"Reid, Roddey",LTCS 100,SP08,29,21,0.81,0.857,4.31,3.28,3.09
"Heinrich, Larissa",LTEA 110B ,SP08,23,16,0.938,1.0,5.75,3.86,3.89
"Montrose, Louis A.",LTEN 113,SP08,41,26,0.92,1.0,4.83,3.57,3.07
"Loose, Margaret",LTEN 144,SP08,32,22,0.909,0.9520000000000001,4.77,3.5,3.13
"Slavet, Eliza Farro",LTEN 147,SP08,22,19,0.8420000000000001,0.8420000000000001,5.66,3.25,3.59
"Shevelow, Kathryn Ann",LTEN 148,SP08,34,30,1.0,1.0,6.1,3.56,3.44
"Prindle, Paige Ann",LTEN 149,SP08,23,16,1.0,1.0,5.63,3.38,3.17
"Cancel, Robert",LTEN 159,SP08,55,42,0.929,0.9520000000000001,3.21,3.61,3.0
"Springer, Anna Joy",LTEN 159,SP08,34,29,0.966,1.0,6.71,3.56,3.56
"Lee, Jin-Kyung",LTEN 181,SP08,45,35,0.914,0.7879999999999999,6.21,3.3,3.3
"Childs, Dennis R.",LTEN 185,SP08,39,32,0.9670000000000001,0.9,5.75,3.29,3.53
"Loose, Margaret",LTEN 23,SP08,88,65,0.9840000000000001,0.922,4.5,3.54,3.06
"Sanchez, Rosaura",LTEN 29,SP08,70,36,0.8240000000000001,0.794,4.44,3.5,3.19
"Jed, Stephanie H",LTEU 105,SP08,50,28,0.893,0.893,4.28,3.81,3.64
"Granger, John F",LTEU 110,SP08,22,14,0.929,1.0,4.93,3.43,2.71
"Lee, Jin-Kyung",LTKO 100,SP08,24,16,1.0,1.0,3.38,3.47,3.37
"Lee, Jeyseon",LTKO 1C ,SP08,21,14,1.0,0.929,2.79,3.85,3.52
"Lee, Jeyseon",LTKO 1C ,SP08,21,13,0.769,0.5,4.04,3.92,3.52
"Lee, Jeyseon",LTKO 1C ,SP08,28,24,1.0,0.958,4.83,3.76,3.52
"Lee, Jeyseon",LTKO 2A ,SP08,20,15,1.0,1.0,4.37,3.79,3.7
"Mariscal, George",LTSP 116,SP08,35,26,1.0,0.9620000000000001,4.35,3.81,3.53
"Johnson, Sara E.",LTSP 137,SP08,42,39,0.9740000000000001,1.0,4.72,3.58,3.65
"Portillo, Morelia Idalia",LTSP 138,SP08,31,28,0.963,0.852,6.29,3.33,3.17
"Parra, Max",LTSP 174,SP08,36,31,0.968,1.0,5.15,3.17,3.09
"Sanchez, Rosaura",LTSP 175,SP08,35,27,0.9259999999999999,0.889,6.5,3.62,3.19
"Kugler, Emily MeriNitta",LTWL 106,SP08,34,27,0.889,0.963,5.02,3.5,3.72
"Potts, Stephen",LTWL 120,SP08,157,90,0.966,0.988,3.03,3.33,3.23
"Kalleres, Dayna",LTWL 138,SP08,29,19,0.833,1.0,4.29,3.79,3.57
"Cohen, Alain J. J.",LTWL 183,SP08,36,30,0.9670000000000001,0.9329999999999999,3.23,3.65,3.38
"Chamberlain, Charles Thoms",LTWL 19C ,SP08,55,46,0.935,0.978,5.02,3.46,2.62
"Plapp, Laurel A",LTWL 4B ,SP08,32,27,0.9229999999999999,0.885,3.76,3.54,3.51
"Fowler, Heather Marie",LTWR 100,SP08,21,17,1.0,0.941,5.25,3.75,3.8
"Armantrout, Rae",LTWR 102,SP08,21,17,0.941,0.941,3.09,3.88,3.77
"Blanco, Maria Victoria Soliven",LTWR 107,SP08,21,17,0.941,0.941,3.68,3.82,3.81
"Meetze, James",LTWR 126,SP08,21,19,1.0,0.9440000000000001,3.61,3.95,3.88
"Bynum, Sarah",LTWR 8A ,SP08,89,52,0.98,0.9620000000000001,4.42,3.66,3.58
