Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Blanco, John D",LTEN 28,SP16,87,60,0.898,0.932,4.89,3.64,3.66
"Lee, Jin-Kyung",LTKO 100,SP16,36,7,0.833,0.833,4.5,3.8,3.31
"Edwards, Leslie",LTLA 3,SP16,21,12,0.917,1.0,5.83,3.67,2.91
"Wells, Patricia Rebecca",LTRU 1C,SP16,22,11,0.909,1.0,4.5,3.5,3.63
"Concha, Jaime",LTSP 140,SP16,23,15,0.9229999999999999,1.0,7.17,3.46,3.37
"Chacon, Gloria Elizabeth",LTSP 176,SP16,25,23,0.857,0.9520000000000001,5.64,3.55,3.47
"Myerston Santana, Jacobo",LTWL 100,SP16,22,13,1.0,1.0,4.17,3.82,3.84
"Potts, Stephen",LTWL 116,SP16,98,28,0.963,0.963,4.66,3.15,3.03
"Kontje, Todd Curtis",LTWL 181,SP16,22,13,1.0,0.9229999999999999,5.27,3.5,3.78
"Cohen, Alain J. J.",LTWL 183,SP16,34,16,0.8,0.867,6.1,3.71,3.62
"Wirshbo, Eliot",LTWL 19C,SP16,25,13,0.769,0.769,4.19,3.25,3.05
"Forbes, Camille",LTWR 100,SP16,24,22,1.0,1.0,4.68,3.73,3.48
"Granger, John F",LTWR 122,SP16,20,7,1.0,0.857,5.83,3.6,3.54
"Springer, Anna Joy",LTWR 8A,SP16,81,30,0.885,0.846,4.0,3.68,3.2
"Forbes, Camille",LTWR 8C,SP16,56,46,0.848,0.87,3.89,3.4,3.49
"Liao, Ping H",LTCH 101,WI16,73,34,0.594,0.406,4.7,3.45,3.08
"el Tayeb, Fatima",LTCS 131,WI16,23,13,0.846,0.769,4.81,3.63,3.48
"O'Brien, William Arctander",LTCS 150,WI16,21,18,0.9440000000000001,1.0,6.72,3.47,3.43
"Miyao, Daisuke",LTCS 170,WI16,63,30,1.0,1.0,2.72,3.92,3.72
"Heinrich, Larissa",LTEA 110B,WI16,57,23,0.909,0.955,5.23,3.59,3.77
"Liao, Ping H",LTEA 120B,WI16,201,104,0.299,0.299,6.9,3.28,2.84
"Lee, Jin-Kyung",LTEA 142,WI16,86,34,0.794,0.794,4.91,3.38,3.49
"Vitkus, Daniel J.",LTEN 113,WI16,21,6,1.0,0.833,6.83,3.17,2.96
"Davidson, R. Michael",LTEN 172,WI16,29,12,0.917,0.833,6.83,3.67,3.4
"Lampert-Weissig, Lisa",LTEN 178,WI16,26,17,1.0,1.0,6.88,3.62,3.67
"Nicolazzo, Sarah E.",LTEN 22,WI16,44,30,0.852,0.889,4.34,3.6,3.72
"Wesling, Megan E.",LTEN 26,WI16,57,27,0.875,1.0,5.89,3.63,3.54
"Childs, Dennis R.",LTEN 27,WI16,84,37,0.914,0.8859999999999999,5.93,3.41,3.6
"De Marchi Gherini, Adriana",LTIT 2B,WI16,21,14,0.929,0.929,2.36,4.0,3.99
"Edwards, Leslie",LTLA 2,WI16,20,13,1.0,1.0,5.42,3.5,3.16
"Wells, Patricia Rebecca",LTRU 1B,WI16,22,12,1.0,1.0,6.83,3.4,3.67
"Kokotovic, Milos",LTSP 142,WI16,26,16,1.0,1.0,5.97,3.53,3.5
"Kokotovic, Milos",LTSP 171,WI16,24,11,0.9,1.0,6.3,3.6,3.46
"duBois, Page Ann",LTWL 100,WI16,65,27,0.9620000000000001,0.9620000000000001,3.42,3.26,3.1
"Potts, Stephen",LTWL 120,WI16,67,27,0.9620000000000001,0.9620000000000001,4.73,3.13,2.84
"Cohen, Alain J. J.",LTWL 184,WI16,26,14,0.917,0.917,3.77,4.0,3.6
"Wirshbo, Eliot",LTWL 19B,WI16,27,18,0.833,0.833,6.17,2.92,3.09
"Forbes, Camille",LTWR 120,WI16,21,8,0.875,0.875,4.0,3.63,3.49
"Granger, John F",LTWR 143,WI16,29,8,1.0,1.0,3.3,3.6,3.27
"Rivera-Garza, Cristina",LTWR 8A,WI16,92,67,0.8909999999999999,0.813,4.56,3.57,3.51
"Verdicchio, Pasquale",LTWR 8B,WI16,64,30,0.857,0.5710000000000001,3.43,3.76,3.69
"Liao, Ping H",LTCS 110,FA15,54,17,0.938,0.938,4.36,3.55,3.49
"Miyao, Daisuke",LTCS 125,FA15,53,22,0.895,0.9470000000000001,3.13,3.89,3.96
"Liao, Ping H",LTEA 110A,FA15,184,62,0.8029999999999999,0.787,5.22,3.69,3.17
"Miyao, Daisuke",LTEA 138,FA15,145,45,0.955,0.977,2.78,3.94,3.91
"Lee, Jin-Kyung",LTEA 141,FA15,34,7,0.7140000000000001,0.7140000000000001,4.21,3.4,3.45
"Lerer, Seth",LTEN 112,FA15,38,16,1.0,1.0,6.1,3.6,3.69
"Cassedy, Steven Dennis",LTEN 176,FA15,36,16,1.0,0.938,5.3,3.54,3.33
"Lerer, Seth",LTEN 21,FA15,63,33,0.968,1.0,5.98,3.39,3.38
"Sanchez, Rosaura",LTEN 29,FA15,127,55,0.7959999999999999,0.778,5.48,3.7,3.54
"De Marchi Gherini, Adriana",LTIT 2A,FA15,30,19,0.9470000000000001,1.0,3.55,3.79,4.0
"Lee, Jin-Kyung",LTKO 100,FA15,45,6,0.833,0.667,6.5,3.4,3.46
"Edwards, Leslie",LTLA 1,FA15,24,13,0.9229999999999999,0.9229999999999999,6.65,3.5,3.53
"Wirshbo, Eliot",LTLA 1,FA15,23,10,0.875,0.75,8.75,3.17,2.77
"Wells, Patricia Rebecca",LTRU 1A,FA15,29,13,1.0,1.0,4.32,3.6,3.8
"Jed, Stephanie H",LTTH 115,FA15,40,14,1.0,1.0,4.36,3.86,3.91
"Potts, Stephen",LTWL 114,FA15,204,91,0.884,0.919,4.5,3.18,2.98
"Potts, Stephen",LTWL 124,FA15,53,18,0.889,0.9440000000000001,6.39,3.06,3.12
"Edwards, Leslie",LTWL 19A,FA15,57,23,1.0,0.9520000000000001,4.59,3.77,3.27
"Forbes, Camille",LTWR 100,FA15,22,4,1.0,1.0,4.0,4.0,3.63
"Springer, Anna Joy",LTWR 115,FA15,22,8,1.0,0.857,4.21,3.71,3.75
"Armantrout, Rae",LTWR 8B,FA15,80,44,0.927,0.902,3.2,3.78,3.53
"Granger, John F",LTWR 8C,FA15,61,27,0.667,0.593,4.28,3.36,3.28
"Zhang, Yingjin",LTCH 101,SP15,95,25,0.8640000000000001,0.909,4.23,4.0,3.3
"Reid, Roddey",LTCS 132,SP15,23,9,0.778,0.667,4.5,3.71,3.89
"Liao, Ping H",LTCS 165,SP15,23,10,0.8,0.7,4.06,3.71,3.62
"Woodhull, Winifred Johanna",LTCS 52,SP15,34,19,0.41200000000000003,0.353,3.38,3.4,3.67
"Lei, Jun",LTEA 110B,SP15,31,17,0.938,0.938,6.5,3.75,3.61
"Liao, Ping H",LTEA 120B,SP15,173,47,0.956,0.889,4.73,3.72,3.31
"Cassedy, Steven Dennis",LTEN 113,SP15,32,14,1.0,0.7859999999999999,2.5,3.69,3.41
"Davidson, R. Michael",LTEN 132,SP15,29,10,0.9,1.0,5.1,3.3,3.53
"Loose, Margaret",LTEN 142,SP15,27,20,1.0,1.0,7.87,3.42,3.1
"Blanco, John D",LTEN 181,SP15,27,13,0.769,0.846,5.42,3.64,3.68
"Childs, Dennis R.",LTEN 185,SP15,31,14,0.929,0.929,6.79,3.08,3.39
"Loose, Margaret",LTEN 23,SP15,45,33,0.9329999999999999,1.0,4.97,3.39,3.45
"Mariscal, George",LTEN 29,SP15,92,42,0.95,1.0,3.99,3.72,3.79
"Zhiri, Oumelbanine",LTFR 115,SP15,21,10,0.889,1.0,4.94,3.44,3.35
"Lee, Jin-Kyung",LTKO 100,SP15,29,8,1.0,1.0,6.5,3.5,3.43
"Wells, Patricia Rebecca",LTRU 1C,SP15,21,5,1.0,1.0,3.3,4.0,3.85
"Parra, Max",LTSP 135A,SP15,20,9,0.875,0.875,6.75,3.88,3.6
"Kokotovic, Milos",LTSP 172,SP15,24,15,0.9329999999999999,1.0,7.93,3.64,3.48
"Johnson, Sara E.",LTSP 176,SP15,22,16,0.938,0.938,6.88,3.81,3.71
"Potts, Stephen",LTWL 116,SP15,135,59,0.889,0.907,5.94,3.13,2.9
"O'Brien, William Arctander",LTWL 176,SP15,24,21,1.0,1.0,4.7,3.25,2.99
"Cohen, Alain J. J.",LTWL 184,SP15,22,6,1.0,1.0,6.9,3.5,3.46
"Freilicher, Melvyn Stanley",LTWR 100,SP15,23,7,1.0,0.7140000000000001,4.79,3.57,3.31
"Flis, Brad",LTWR 102,SP15,23,11,1.0,1.0,4.14,3.6,3.86
"Morales Munoz, Fran Ilich",LTWR 120,SP15,21,5,1.0,0.2,2.1,3.4,3.52
"Granger, John F",LTWR 143,SP15,25,10,0.8,0.9,3.7,3.3,3.59
"Rivera-Garza, Cristina",LTWR 8A,SP15,74,58,0.86,0.8420000000000001,4.18,3.74,3.51
"Doller, Ben",LTWR 8B,SP15,94,56,0.9229999999999999,0.885,3.05,3.73,3.7
"Liao, Ping H",LTCS 110,WI15,25,13,0.5379999999999999,0.769,4.17,3.91,3.62
"Miyao, Daisuke",LTCS 170,WI15,39,19,1.0,1.0,3.06,3.88,3.91
"Miyao, Daisuke",LTCS 50,WI15,27,16,0.938,0.938,3.17,3.94,3.91
"Liao, Ping H",LTEA 110A,WI15,105,34,1.0,1.0,5.79,3.96,3.38
"Zhang, Yingjin",LTEA 120C,WI15,149,45,0.955,0.909,4.92,3.48,3.3
"Reid, Roddey",LTEA 132,WI15,24,11,1.0,1.0,5.05,3.67,3.69
"Lee, Jin-Kyung",LTEA 140,WI15,43,11,0.667,0.556,3.83,3.57,3.51
"Loose, Margaret",LTEN 124,WI15,21,15,0.9329999999999999,1.0,5.43,3.54,3.61
"Shevelow, Kathryn Ann",LTEN 140,WI15,44,23,0.9570000000000001,0.9570000000000001,5.98,3.7,3.47
"O'Brien, William Arctander",LTEN 176,WI15,28,11,1.0,0.818,4.7,3.44,3.03
"Sanchez, Rosaura",LTEN 178,WI15,30,7,1.0,1.0,5.7,3.67,3.5
"Vitkus, Daniel J.",LTEN 21,WI15,20,9,0.889,0.889,7.83,3.33,3.23
"Tonkovich, Nicole",LTEN 25,WI15,32,11,0.909,1.0,7.95,3.4,3.15
"Childs, Dennis R.",LTEN 27,WI15,86,40,0.85,0.95,7.3,3.5,3.67
"De Marchi Gherini, Adriana",LTEU 105,WI15,26,11,1.0,1.0,4.3,3.8,3.99
"Wells, Patricia Rebecca",LTRU 1B,WI15,27,7,1.0,1.0,4.21,4.0,3.57
"duBois, Page Ann",LTWL 100,WI15,73,32,0.9309999999999999,0.9309999999999999,3.86,3.57,3.55
"Potts, Stephen",LTWL 120,WI15,75,32,0.833,0.9670000000000001,4.57,3.07,3.04
"Cohen, Richard S.",LTWL 135,WI15,21,9,0.778,0.889,3.39,3.14,3.21
"Rahimi, Babak",LTWL 138,WI15,20,9,1.0,1.0,3.83,4.0,3.75
"Cohen, Alain J. J.",LTWL 183,WI15,29,11,0.9,0.8,5.1,3.33,3.57
"Wirshbo, Eliot",LTWL 19B,WI15,31,12,0.818,0.818,7.05,3.0,3.19
"Doller, Ben",LTWR 115,WI15,20,7,1.0,1.0,4.5,3.86,3.76
"Springer, Anna Joy",LTWR 8A,WI15,85,33,0.97,0.909,4.92,3.67,3.49
"Forbes, Camille",LTWR 8C,WI15,46,35,0.8290000000000001,0.943,4.5,3.87,3.68
"Han, Inhye",LTEA 110C,FA14,38,17,0.667,0.8,10.96,4.0,3.28
"Miyao, Daisuke",LTEA 132,FA14,37,19,0.941,0.941,4.85,3.81,3.87
"Miyao, Daisuke",LTEA 138,FA14,54,22,0.95,1.0,4.82,4.0,3.69
"Lee, Jin-Kyung",LTEA 143,FA14,70,25,0.9129999999999999,0.7390000000000001,5.59,3.8,3.53
"Loose, Margaret",LTEN 124,FA14,21,16,0.875,1.0,7.13,3.5,3.25
"Tonkovich, Nicole",LTEN 153,FA14,21,9,1.0,1.0,5.83,3.6,3.59
"Davidson, R. Michael",LTEN 159,FA14,35,7,1.0,1.0,4.1,3.25,3.13
"Shevelow, Kathryn Ann",LTEN 22,FA14,64,29,0.9229999999999999,1.0,5.86,3.72,3.4
"Davidson, R. Michael",LTEN 26,FA14,62,24,0.833,0.792,6.17,3.18,3.11
"Lin, Chien-Ting",LTEN 28,FA14,124,55,0.7,0.68,4.7,3.68,3.32
"Edwards, Leslie",LTGK 1,FA14,20,10,1.0,0.889,4.28,3.88,3.86
"Mohr, Jeannette",LTGM 2A,FA14,20,7,1.0,0.857,5.07,3.71,3.77
"De Marchi Gherini, Adriana",LTIT 2A,FA14,22,10,1.0,0.9,3.17,3.88,3.89
"Lee, Jin-Kyung",LTKO 100,FA14,53,9,1.0,1.0,4.5,3.71,3.63
"Edwards, Leslie",LTLA 1,FA14,24,10,0.778,1.0,5.83,3.5,3.04
"Wirshbo, Eliot",LTLA 100,FA14,20,13,0.75,0.917,10.67,3.0,2.89
"Wells, Patricia Rebecca",LTRU 1A,FA14,32,14,1.0,1.0,5.5,3.75,3.58
"Parra, Max",LTSP 142,FA14,20,10,1.0,1.0,8.7,3.4,3.36
"Jed, Stephanie H",LTTH 115,FA14,31,13,1.0,1.0,6.7,4.0,3.99
"Potts, Stephen",LTWL 114,FA14,235,101,0.915,0.915,4.81,3.19,3.18
"Potts, Stephen",LTWL 124,FA14,43,18,0.8240000000000001,0.8240000000000001,5.63,3.15,3.33
"Kalleres, Dayna",LTWL 158B,FA14,21,8,1.0,0.875,3.5,3.63,3.41
"Edwards, Leslie",LTWL 19A,FA14,45,14,0.7859999999999999,1.0,4.93,3.79,3.24
"Verdicchio, Pasquale",LTWL 4D,FA14,25,6,0.8,0.8,3.3,3.25,3.5
"Freilicher, Melvyn Stanley",LTWR 100,FA14,23,12,0.917,0.917,6.5,3.33,3.6
"Forbes, Camille",LTWR 100,FA14,20,15,1.0,1.0,4.07,3.29,3.18
"Springer, Anna Joy",LTWR 115,FA14,22,10,0.875,1.0,5.25,3.63,3.68
"Armantrout, Rae",LTWR 8B,FA14,83,37,0.903,0.871,3.73,3.79,3.66
"Granger, John F",LTWR 8C,FA14,46,15,0.7140000000000001,0.7859999999999999,5.73,3.38,3.47
"Liao, Ping H",LTCH 101,SP14,60,21,0.9520000000000001,0.905,4.18,3.93,3.46
"Heryford, Ryan W",LTCS 130,SP14,38,20,0.895,1.0,5.76,3.67,3.46
"Chau, Angie C.",LTEA 110C,SP14,76,30,1.0,1.0,4.43,3.79,3.44
"Reid, Roddey",LTEA 138,SP14,60,20,0.9,0.9,5.2,3.43,3.06
"Lee, Jin-Kyung",LTEA 144,SP14,32,10,1.0,1.0,4.94,4.0,3.55
"Loose, Margaret",LTEN 148,SP14,20,20,0.95,1.0,7.5,3.4,3.13
"Chang, Alex",LTEN 181,SP14,27,9,0.625,0.875,4.0,3.33,3.06
"Childs, Dennis R.",LTEN 185,SP14,27,7,1.0,1.0,5.93,3.67,3.56
"Loose, Margaret",LTEN 23,SP14,53,39,0.868,0.9470000000000001,4.55,3.5,3.12
"Davidson, R. Michael",LTEN 26,SP14,65,32,0.9,0.9329999999999999,5.47,3.21,3.25
"Sanchez, Rosaura",LTEN 29,SP14,89,36,0.5429999999999999,0.657,3.97,3.48,3.02
"Lee, Jin-Kyung",LTKO 100,SP14,51,11,0.909,0.727,3.17,3.67,3.49
"Parra, Max",LTSP 135A,SP14,23,11,0.778,0.778,5.39,3.38,3.35
"Di Dio, Maria Paula",LTSP 177,SP14,27,6,0.667,0.667,5.17,3.0,3.1
"Potts, Stephen",LTWL 116,SP14,175,51,0.8959999999999999,0.958,4.5,3.29,3.17
"Lampert-Weissig, Lisa",LTWL 123,SP14,26,13,1.0,1.0,4.5,3.33,3.64
"Cohen, Richard S.",LTWL 135,SP14,30,9,1.0,1.0,4.06,3.25,3.03
"Cohen, Alain J. J.",LTWL 184,SP14,29,9,0.778,0.778,4.5,3.17,3.35
"Freilicher, Melvyn Stanley",LTWR 100,SP14,23,9,1.0,0.875,6.75,3.25,3.59
"Rivera-Garza, Cristina",LTWR 101,SP14,22,7,1.0,1.0,8.17,3.83,3.88
"Doller, Ben",LTWR 102,SP14,23,8,0.857,1.0,4.79,3.86,3.93
"Granger, John F",LTWR 126,SP14,24,4,0.75,0.75,5.0,3.75,3.49
"Granger, John F",LTWR 143,SP14,22,12,1.0,1.0,5.67,3.92,3.73
"Springer, Anna Joy",LTWR 8A,SP14,61,23,0.81,0.9520000000000001,4.31,3.53,3.61
"Forbes, Camille",LTWR 8C,SP14,44,40,0.868,0.895,4.24,3.29,3.34
"Chau, Angie C.",LTCH 101,WI14,48,18,1.0,0.938,7.0,3.94,3.72
"Liao, Ping H",LTCS 110,WI14,25,13,0.833,0.833,4.86,3.8,3.55
"O'Brien, William Arctander",LTCS 111,WI14,20,11,0.818,1.0,4.68,3.3,3.66
"Heryford, Ryan W",LTCS 52,WI14,37,19,0.833,1.0,4.06,3.83,3.92
"Liao, Ping H",LTEA 110A,WI14,70,23,0.9570000000000001,0.9570000000000001,4.85,3.88,3.45
"Lee, Jin-Kyung",LTEA 142,WI14,121,34,0.8240000000000001,0.765,4.63,3.57,3.65
"Randel, Fred V.",LTEN 125,WI14,27,14,0.857,0.929,4.5,3.15,2.92
"Davidson, R. Michael",LTEN 175B,WI14,26,10,1.0,1.0,5.1,3.33,3.26
"Lampert-Weissig, Lisa",LTEN 178,WI14,20,10,1.0,1.0,7.61,3.8,3.46
"Childs, Dennis R.",LTEN 185,WI14,22,13,0.9229999999999999,0.9229999999999999,5.88,3.75,3.67
"Shevelow, Kathryn Ann",LTEN 22,WI14,41,23,0.9570000000000001,0.9570000000000001,5.2,3.52,3.11
"Tonkovich, Nicole",LTEN 25,WI14,35,10,0.857,0.7140000000000001,5.64,3.14,3.13
"Blanco, John D",LTEN 28,WI14,72,34,0.667,0.667,5.29,3.31,3.22
"De Marchi Gherini, Adriana",LTIT 115,WI14,27,14,1.0,1.0,3.5,4.0,4.0
"Edwards, Leslie",LTLA 2,WI14,20,7,0.857,1.0,4.79,3.86,3.58
"Wells, Patricia Rebecca",LTRU 1B,WI14,23,8,1.0,1.0,5.93,3.67,3.62
"Kokotovic, Milos",LTSP 138,WI14,23,12,1.0,1.0,6.5,3.75,3.47
"duBois, Page Ann",LTWL 100,WI14,68,33,0.9670000000000001,0.833,3.9,3.68,3.43
"Potts, Stephen",LTWL 120,WI14,137,56,0.9440000000000001,0.963,5.91,3.33,3.19
"Cohen, Alain J. J.",LTWL 183,WI14,40,9,1.0,1.0,2.83,3.67,3.13
"Blanco, John D",LTWL 191,WI14,24,12,0.917,0.833,5.5,3.83,3.98
"Wirshbo, Eliot",LTWL 19B,WI14,20,6,1.0,0.833,6.5,3.0,2.39
"Veal, Adam",LTWR 102,WI14,24,11,1.0,1.0,3.1,3.9,4.0
"Springer, Anna Joy",LTWR 115,WI14,23,8,1.0,1.0,5.07,3.71,3.5
"Rivera-Garza, Cristina",LTWR 8A,WI14,77,43,0.951,0.902,5.5,3.69,3.55
"Armantrout, Rae",LTWR 8B,WI14,77,38,0.816,0.737,3.04,3.77,3.7
"el Tayeb, Fatima",LTCS 100,FA13,21,6,0.5,0.667,4.83,3.4,3.44
"Jed, Stephanie H",LTCS 50,FA13,36,24,1.0,1.0,3.23,3.96,3.95
"Chau, Angie C.",LTEA 110B,FA13,94,36,0.917,1.0,6.04,3.69,3.34
"Liao, Ping H",LTEA 120B,FA13,144,51,0.74,0.76,5.1,3.31,3.09
"Lee, Jin-Kyung",LTEA 141,FA13,41,17,1.0,1.0,5.91,3.57,3.49
"Shevelow, Kathryn Ann",LTEN 138,FA13,35,14,1.0,0.9229999999999999,6.35,3.33,2.99
"Loose, Margaret",LTEN 142,FA13,26,11,1.0,1.0,6.9,3.56,3.11
"Cassedy, Steven Dennis",LTEN 158,FA13,36,10,0.7,0.8,6.9,3.13,3.15
"Lampert-Weissig, Lisa",LTEN 21,FA13,69,37,0.735,0.882,5.44,3.32,3.46
"Forbes, Camille",LTEN 27,FA13,93,40,0.8,0.875,5.12,3.39,3.24
"Edwards, Leslie",LTGK 1,FA13,28,12,0.818,1.0,5.05,3.82,3.67
"Mohr, Jeannette",LTGM 2A,FA13,23,12,0.727,0.727,4.86,3.2,3.54
"De Marchi Gherini, Adriana",LTIT 2A,FA13,21,7,0.8,0.8,3.3,3.67,3.86
"Lee, Jin-Kyung",LTKO 100,FA13,39,7,0.857,0.857,3.36,3.5,3.49
"Edwards, Leslie",LTLA 1,FA13,24,8,1.0,1.0,5.5,3.2,3.44
"Edwards, Anthony",LTLA 100,FA13,23,14,1.0,1.0,6.21,3.79,3.24
"Wells, Patricia Rebecca",LTRU 1A,FA13,30,13,0.9229999999999999,1.0,4.81,3.7,3.46
"Johnson, Sara E.",LTSP 137,FA13,26,18,0.9440000000000001,1.0,5.61,3.72,3.8
"Kokotovic, Milos",LTSP 140,FA13,28,20,0.95,1.0,7.6,3.74,3.37
"Kokotovic, Milos",LTSP 142,FA13,20,12,1.0,1.0,6.32,3.6,3.34
"Potts, Stephen",LTWL 114,FA13,255,115,0.945,0.955,4.54,3.26,3.04
"Potts, Stephen",LTWL 124,FA13,52,18,0.882,1.0,5.44,3.6,2.91
"Frolich, Margrit Luise",LTWL 180,FA13,30,13,1.0,1.0,4.33,3.45,3.64
"Edwards, Leslie",LTWL 19A,FA13,43,24,0.9129999999999999,1.0,4.15,3.8,3.4
"Iannotta, Antonio",LTWL 4D,FA13,31,23,0.9570000000000001,1.0,3.89,3.75,3.03
"Doller, Ben",LTWR 8B,FA13,65,37,0.973,1.0,3.85,3.88,3.73
"Granger, John F",LTWR 8C,FA13,49,22,0.9520000000000001,0.857,4.6,3.56,3.33
"Zhang, Yingjin",LTCH 101,SP13,52,13,1.0,1.0,5.58,3.75,3.53
"Liao, Ping H",LTCS 52,SP13,42,11,1.0,0.9,3.1,3.88,3.62
"Chau, Angie C.",LTEA 110B,SP13,37,16,0.867,1.0,5.3,3.71,3.46
"Lee, Janet",LTEA 142,SP13,67,19,0.895,0.895,3.87,3.63,3.69
"Lerer, Seth",LTEN 113,SP13,32,12,1.0,1.0,5.5,3.6,3.62
"Streeby, Shelley",LTEN 148,SP13,57,18,0.9440000000000001,0.833,7.06,3.75,3.33
"Tonkovich, Nicole",LTEN 154,SP13,27,14,1.0,1.0,6.81,3.45,3.23
"Loose, Margaret",LTEN 23,SP13,54,18,0.941,0.706,3.21,3.35,3.16
"Davidson, R. Michael",LTEN 26,SP13,71,25,0.92,0.96,6.1,3.36,3.08
"Mariscal, George",LTEN 29,SP13,104,45,0.932,0.955,4.07,3.45,3.03
"Sanchez, Rosaura",LTSP 130B,SP13,42,13,1.0,0.9229999999999999,5.95,3.54,3.35
"Kokotovic, Milos",LTSP 138,SP13,34,13,0.9229999999999999,0.9229999999999999,5.67,3.58,3.36
"Concha, Jaime",LTSP 142,SP13,29,13,0.9229999999999999,0.769,4.0,3.54,3.29
"duBois, Page Ann",LTWL 100,SP13,29,12,1.0,1.0,4.83,3.18,3.17
"Edwards, Anthony",LTWL 106,SP13,34,22,0.955,0.955,5.26,3.58,3.41
"Potts, Stephen",LTWL 116,SP13,199,64,0.938,0.953,4.91,3.37,2.89
"Frolich, Margrit Luise",LTWL 180,SP13,31,8,0.875,0.875,3.93,4.0,3.33
"Cohen, Alain J. J.",LTWL 184,SP13,39,10,1.0,1.0,4.3,3.44,3.46
"Zhang, Yingjin",LTWL 4C,SP13,43,14,0.7859999999999999,0.7859999999999999,3.21,3.62,3.18
"Armantrout, Rae",LTWR 102,SP13,22,8,0.75,0.625,3.5,3.86,3.8
"Chadburn, Melissa",LTWR 120,SP13,20,13,0.846,0.846,4.19,3.69,3.52
"Granger, John F",LTWR 143,SP13,30,12,0.917,1.0,4.83,3.25,3.52
"Springer, Anna Joy",LTWR 8A,SP13,57,21,1.0,1.0,5.64,3.67,3.42
"Forbes, Camille",LTWR 8C,SP13,54,18,0.667,0.611,3.17,3.73,3.45
"Chau, Angie C.",LTCH 101,WI13,36,14,0.929,1.0,5.42,3.93,3.36
"Liao, Ping H",LTCS 110,WI13,52,21,0.81,0.667,3.26,3.83,3.54
"Chau, Angie C.",LTEA 110C,WI13,39,22,1.0,0.955,5.17,3.8,3.4
"Zhang, Yingjin",LTEA 120A,WI13,71,20,0.895,0.9470000000000001,5.3,3.44,3.29
"Zhang, Yingjin",LTEA 120C,WI13,70,26,1.0,0.9620000000000001,3.7,3.48,3.22
"Randel, Fred V.",LTEN 125,WI13,27,12,1.0,0.909,7.23,3.56,2.9
"Wesling, Megan E.",LTEN 175A,WI13,26,13,1.0,1.0,5.42,3.58,3.73
"O'Brien, William Arctander",LTEN 176,WI13,25,15,0.9329999999999999,0.9329999999999999,7.42,3.43,3.38
"Childs, Dennis R.",LTEN 185,WI13,20,11,0.909,1.0,4.14,3.63,3.6
"Shevelow, Kathryn Ann",LTEN 22,WI13,50,26,0.9620000000000001,0.9229999999999999,4.82,3.67,3.48
"Tonkovich, Nicole",LTEN 25,WI13,37,13,0.846,0.9229999999999999,7.12,3.33,3.02
"Forbes, Camille",LTEN 27,WI13,94,46,0.7829999999999999,0.87,4.45,3.3,2.76
"Lee, Janet",LTKO 100,WI13,40,11,1.0,1.0,3.95,3.9,3.84
"Martin-Cabrera, Luis",LTSP 122,WI13,39,18,0.941,0.941,5.79,3.47,3.21
"Kokotovic, Milos",LTSP 171,WI13,27,17,0.938,0.875,5.13,3.69,3.36
"Jed, Stephanie H",LTTH 115,WI13,31,11,1.0,1.0,5.59,3.82,3.77
"duBois, Page Ann",LTWL 100,WI13,35,23,1.0,0.9570000000000001,5.2,3.68,3.41
"Potts, Stephen",LTWL 120,WI13,119,52,0.9420000000000001,0.9420000000000001,4.97,3.27,3.16
"Rahimi, Babak",LTWL 159,WI13,33,16,0.938,1.0,3.75,3.94,3.97
"De Marchi Gherini, Adriana",LTWL 172,WI13,38,17,1.0,1.0,3.79,3.81,3.93
"Cohen, Alain J. J.",LTWL 183,WI13,42,18,0.889,0.889,3.83,3.8,3.3
"Wirshbo, Eliot",LTWL 19B,WI13,23,12,1.0,1.0,6.5,3.67,2.83
"Lee, Janice",LTWR 100,WI13,21,8,1.0,1.0,4.5,3.5,3.34
"Forbes, Camille",LTWR 100,WI13,22,13,0.917,0.917,5.33,3.67,3.26
"Doller, Ben",LTWR 102,WI13,24,8,1.0,1.0,6.0,3.88,3.73
"Lee, Janice",LTWR 115,WI13,22,10,1.0,1.0,5.1,3.8,3.6
"Verdicchio, Pasquale",LTWR 120,WI13,22,8,0.625,0.75,3.0,3.75,3.7
"Granger, John F",LTWR 126,WI13,24,15,1.0,0.9329999999999999,4.9,3.87,3.55
"Freilicher, Melvyn Stanley",LTWR 144,WI13,21,8,0.375,0.625,4.75,3.14,2.98
"Freilicher, Melvyn Stanley",LTWR 8A,WI13,68,29,0.929,0.893,5.07,3.44,3.33
"Armantrout, Rae",LTWR 8B,WI13,55,23,0.826,0.826,3.02,3.9,3.56
"O'Clancy, Andy",LTAM 111,FA12,24,9,1.0,0.75,7.5,3.75,3.42
"Shevelow, Kathryn Ann",LTEN 120,FA12,39,16,1.0,1.0,6.5,3.57,3.24
"Loose, Margaret",LTEN 127,FA12,26,9,0.7140000000000001,0.7140000000000001,5.93,3.29,3.1
"Davidson, R. Michael",LTEN 132,FA12,35,10,0.8,1.0,3.9,3.67,3.51
"Davidson, R. Michael",LTEN 172,FA12,36,13,1.0,1.0,5.17,3.6,3.45
"Lampert-Weissig, Lisa",LTEN 21,FA12,57,24,0.8640000000000001,1.0,6.59,3.05,3.19
"Blanco, John D",LTEN 28,FA12,92,52,0.84,0.76,5.56,3.26,3.09
